state_abbrev,fips,age_group,race,registered
PA,101,35-64,Uncoded,14176
CA,083,35-64,Caucasian,45003
NJ,029,65+,Caucasian,103633
NY,029,65+,Caucasian,123650
CA,045,35-64,Caucasian,11534
CA,001,18-34,Caucasian,65538
FL,105,18-34,Caucasian,39234
TX,161,35-64,Caucasian,3214
OR,049,65+,Caucasian,1243
NY,061,18-34,Caucasian,87703
CO,014,18-34,Hispanic,539
VA,540,18-34,Asian,164
MO,510,35-64,African-American,22147
KY,067,35-64,Caucasian,57918
OK,071,65+,Caucasian,6096
OH,043,35-64,Caucasian,15945
MS,027,18-34,African-American,787
NC,183,18-34,African-American,25590
VA,163,65+,Caucasian,4038
SC,019,65+,Caucasian,42926
NY,071,18-34,Caucasian,31250
PA,009,35-64,Caucasian,11228
LA,019,35-64,Caucasian,29784
NY,059,65+,Asian,5906
MN,163,18-34,Caucasian,25488
TX,265,35-64,Caucasian,7819
OH,075,65+,Caucasian,3380
IL,031,18-34,Uncoded,26820
MT,111,65+,Caucasian,21858
OR,003,18-34,Caucasian,10068
RI,003,35-64,African-American,79
WI,121,18-34,Caucasian,1382
CT,009,65+,African-American,4295
PA,055,65+,Caucasian,22823
KY,157,35-64,Caucasian,7853
NJ,013,18-34,Hispanic,10040
MN,031,35-64,Caucasian,992
UT,035,18-34,Hispanic,3933
ID,005,18-34,Caucasian,6322
GA,063,65+,Caucasian,5936
FL,095,35-64,African-American,47070
KY,071,35-64,Caucasian,8366
NC,135,35-64,Caucasian,23840
GA,089,65+,Caucasian,30755
MO,165,35-64,Caucasian,25453
AZ,015,35-64,Caucasian,29061
AR,143,18-34,Caucasian,23089
WA,061,65+,Hispanic,533
HI,001,18-34,Uncoded,361
GA,223,65+,African-American,1850
ID,083,65+,Caucasian,9269
NE,109,65+,Caucasian,38381
RI,007,18-34,Uncoded,4668
ME,011,35-64,Caucasian,29225
FL,069,35-64,Caucasian,56106
CA,079,18-34,Caucasian,19244
VA,177,35-64,Caucasian,28961
OH,049,35-64,African-American,39868
ND,101,35-64,Caucasian,11379
NC,031,35-64,Caucasian,14896
OK,037,65+,Caucasian,8541
WA,053,35-64,Uncoded,11665
NY,089,18-34,Caucasian,8392
NY,079,65+,Caucasian,12698
WA,057,18-34,Caucasian,10194
NY,001,65+,Caucasian,39229
OR,041,18-34,Caucasian,3134
CO,055,35-64,Caucasian,897
NC,181,35-64,Caucasian,3603
OR,043,65+,Caucasian,19434
MI,099,65+,African-American,2554
NY,061,65+,Hispanic,27278
LA,055,35-64,African-American,12068
IL,143,18-34,Caucasian,14482
UT,053,18-34,Native American,12
ID,057,35-64,Caucasian,6290
FL,009,18-34,Other,2147
SC,055,35-64,Hispanic,238
FL,037,35-64,Caucasian,1972
IN,105,65+,Caucasian,15341
IL,075,65+,Caucasian,4853
CO,043,35-64,Caucasian,8290
NE,153,65+,Caucasian,19472
GA,297,18-34,Caucasian,8814
CT,003,18-34,Hispanic,8719
AL,007,18-34,African-American,420
SC,035,18-34,African-American,4744
NV,003,65+,Uncoded,10293
OR,025,35-64,Uncoded,47
IN,141,18-34,Caucasian,25448
NJ,015,65+,Uncoded,939
VA,770,35-64,Caucasian,14642
TX,117,35-64,Hispanic,1444
AR,125,18-34,Caucasian,10863
AZ,023,35-64,Caucasian,1579
IN,035,65+,Caucasian,15329
MT,063,35-64,Caucasian,25512
IL,103,35-64,Caucasian,7367
FL,111,35-64,Hispanic,9501
PA,101,65+,Uncoded,4139
LA,051,18-34,Hispanic,2327
NY,065,65+,African-American,200
FL,127,35-64,African-American,10005
VA,143,65+,Caucasian,9168
HI,001,65+,Caucasian,10330
PA,115,18-34,Caucasian,3327
GA,297,18-34,African-American,1905
NJ,035,18-34,Uncoded,3140
TX,481,35-64,Caucasian,5061
MN,107,18-34,Caucasian,467
GA,275,18-34,Caucasian,2742
NC,169,65+,Caucasian,7112
OK,009,65+,Caucasian,2273
FL,101,35-64,Other,2938
NY,085,18-34,Uncoded,3684
NC,051,18-34,Hispanic,2158
NC,039,65+,Caucasian,6188
AR,023,35-64,Caucasian,4936
OR,067,35-64,Hispanic,5342
CT,011,65+,Uncoded,862
CA,075,18-34,Hispanic,6155
KY,067,35-64,African-American,4172
ND,055,35-64,Caucasian,2039
MO,069,65+,Caucasian,3335
GA,063,35-64,Other,1339
TX,039,65+,Hispanic,3732
NY,001,35-64,Uncoded,3016
TX,391,65+,Caucasian,531
NC,027,65+,Caucasian,11453
FL,103,18-34,African-American,9514
VA,007,35-64,Caucasian,2609
NC,133,35-64,Caucasian,24379
OK,011,65+,Caucasian,1126
IN,017,35-64,Caucasian,6817
WI,141,65+,Uncoded,109
MO,189,35-64,Asian,2170
MN,095,18-34,Caucasian,2184
OK,097,18-34,Caucasian,2550
SC,043,18-34,African-American,1897
GA,063,65+,African-American,13131
MO,047,35-64,Uncoded,2446
NC,069,65+,African-American,2000
MS,089,35-64,African-American,6818
ID,053,35-64,Caucasian,2501
VA,670,35-64,Caucasian,2928
SC,013,35-64,African-American,5752
CO,001,18-34,Uncoded,2339
IN,005,18-34,Caucasian,8250
NJ,017,18-34,African-American,5439
NJ,011,65+,Hispanic,1638
TX,405,18-34,African-American,153
NV,007,35-64,Hispanic,811
MS,121,35-64,African-American,3470
KY,087,65+,Caucasian,2008
CO,093,65+,Caucasian,2719
TN,183,35-64,Caucasian,5659
AZ,005,18-34,Uncoded,706
GA,189,65+,African-American,872
WA,027,18-34,Caucasian,5225
IN,141,18-34,African-American,2329
KS,009,35-64,Caucasian,4931
MI,127,18-34,Caucasian,2326
OH,027,35-64,Caucasian,9045
NY,045,18-34,Uncoded,281
OK,119,18-34,Caucasian,6082
NM,043,18-34,Hispanic,4511
IN,051,18-34,Caucasian,3495
MI,041,65+,Caucasian,7675
GA,119,18-34,Caucasian,2186
AR,065,35-64,Caucasian,2116
MN,059,65+,Caucasian,5558
MO,015,65+,Caucasian,4316
WI,107,35-64,Caucasian,3145
NC,049,18-34,Caucasian,6800
ID,007,18-34,Caucasian,418
KY,173,35-64,Caucasian,6416
KY,219,18-34,Caucasian,945
PR,,35-64,Hispanic,4219
IL,113,18-34,Hispanic,166
AR,093,65+,African-American,836
IL,157,18-34,Caucasian,2587
CA,019,18-34,African-American,1334
MI,025,18-34,African-American,998
AZ,023,18-34,Hispanic,3713
TN,093,35-64,Uncoded,2237
FL,115,35-64,Hispanic,4738
SD,129,35-64,Uncoded,16
NJ,031,35-64,Uncoded,6078
PA,043,65+,African-American,2610
AK,,35-64,Caucasian,2611
FL,107,18-34,Caucasian,4404
NM,017,18-34,Hispanic,616
PA,089,35-64,Uncoded,2229
IL,007,65+,Hispanic,231
ID,015,65+,Caucasian,1449
NH,007,65+,Caucasian,5605
SC,017,18-34,African-American,660
MS,029,18-34,African-American,779
LA,049,18-34,Caucasian,877
NC,029,35-64,Caucasian,2346
IN,039,65+,Uncoded,294
NY,071,18-34,African-American,1792
KY,063,65+,Caucasian,953
ND,093,65+,Caucasian,3698
GA,035,18-34,Caucasian,2035
AZ,025,35-64,Hispanic,1634
TN,123,35-64,Hispanic,20
GA,317,35-64,Caucasian,1236
OH,025,65+,Uncoded,215
IN,065,18-34,Caucasian,4437
GA,195,65+,Caucasian,3484
SC,035,18-34,Other,494
FL,053,18-34,Hispanic,2522
CA,097,65+,Asian,377
IN,115,35-64,Caucasian,1577
TX,329,65+,Caucasian,10495
WY,017,65+,Caucasian,802
AR,141,35-64,Caucasian,3114
TN,171,18-34,Caucasian,1366
MN,015,65+,Caucasian,4584
AZ,,65+,Hispanic,202
NV,019,35-64,Hispanic,642
IN,103,65+,Caucasian,4765
LA,047,35-64,African-American,2752
NC,081,65+,African-American,14935
DE,005,18-34,Caucasian,18758
ID,027,65+,Hispanic,840
CA,013,65+,Asian,12378
WI,031,65+,Caucasian,7461
VA,173,65+,Caucasian,4276
CA,019,35-64,Uncoded,8115
MO,081,65+,Caucasian,1408
MN,047,18-34,Hispanic,71
OK,085,65+,Caucasian,1317
VA,077,65+,Caucasian,2908
GA,025,65+,Caucasian,1929
VA,079,35-64,Caucasian,4727
GA,223,65+,Caucasian,12326
OH,097,65+,Caucasian,5214
GA,047,65+,Caucasian,8625
PA,101,35-64,Asian,6447
KY,145,65+,Caucasian,10320
FL,119,65+,Caucasian,57464
MS,149,65+,African-American,2158
KY,117,65+,Caucasian,20050
NC,097,65+,African-American,2079
OK,061,35-64,Caucasian,1825
MO,157,65+,Caucasian,2957
KY,031,18-34,Caucasian,1152
NC,025,65+,Asian,198
IL,055,35-64,Caucasian,8808
MD,017,18-34,African-American,9477
KY,151,18-34,Caucasian,9993
MO,175,18-34,Caucasian,2332
NY,045,18-34,Caucasian,8831
GA,303,65+,African-American,1032
SC,011,35-64,African-American,2077
GA,121,18-34,Hispanic,5534
TX,321,35-64,Caucasian,3589
NC,169,18-34,African-American,144
AR,107,35-64,African-American,1388
TN,115,65+,Caucasian,4005
MS,047,35-64,Caucasian,29394
AZ,021,65+,Hispanic,4287
VT,021,18-34,Caucasian,4755
OH,021,18-34,Caucasian,3940
UT,057,35-64,Hispanic,1279
CO,041,35-64,African-American,1868
NC,129,65+,Hispanic,192
OR,005,35-64,Uncoded,5137
VA,067,18-34,Caucasian,4840
WV,031,18-34,Caucasian,1090
MN,113,18-34,Caucasian,1105
CA,077,65+,Uncoded,3004
GA,031,18-34,African-American,2252
CO,067,35-64,Caucasian,11762
ID,045,65+,Caucasian,3016
MN,171,65+,Caucasian,15769
KY,177,65+,Caucasian,4613
VT,025,35-64,Caucasian,8689
TX,133,65+,Caucasian,2687
GA,073,65+,Caucasian,14372
FL,035,18-34,Hispanic,937
WA,035,18-34,Caucasian,26504
NY,061,35-64,Uncoded,18237
MO,161,65+,Caucasian,5488
AZ,017,65+,Caucasian,9078
LA,103,18-34,African-American,3745
WI,101,35-64,Hispanic,1623
TN,013,18-34,Caucasian,3184
MI,163,18-34,Asian,3235
TX,449,35-64,Hispanic,836
IL,097,35-64,Asian,5120
FL,087,35-64,Caucasian,13731
MN,017,35-64,Native American,120
TX,055,35-64,Hispanic,2562
FL,011,18-34,Asian,5315
IN,099,18-34,Caucasian,4159
OR,051,65+,Hispanic,737
VA,019,35-64,Caucasian,19817
MS,031,18-34,Caucasian,608
MO,215,65+,Caucasian,3609
TX,371,65+,Caucasian,471
ME,007,65+,Caucasian,4751
NC,101,35-64,African-American,8521
NE,145,65+,Caucasian,1823
MI,069,65+,Caucasian,6338
OR,019,18-34,Caucasian,9634
NC,195,35-64,Native American,32
CO,059,65+,Hispanic,2784
TX,475,35-64,Caucasian,1067
TX,181,65+,African-American,347
AR,013,65+,African-American,108
AL,095,18-34,Caucasian,8655
MO,169,18-34,Caucasian,3673
WV,093,35-64,Caucasian,1311
MI,125,35-64,Hispanic,1374
MO,089,35-64,Caucasian,2198
GA,117,35-64,Uncoded,1007
GA,233,18-34,African-American,408
WI,053,65+,Caucasian,3284
OK,153,65+,Caucasian,2229
IN,069,18-34,Caucasian,3763
OH,041,35-64,Hispanic,69
NY,071,35-64,Uncoded,4753
NY,103,35-64,Native American,51
OR,039,35-64,Hispanic,1009
NC,123,35-64,African-American,793
NJ,017,35-64,Uncoded,6667
PA,071,18-34,Hispanic,2239
TX,329,18-34,African-American,327
PA,047,65+,Caucasian,5006
IN,037,18-34,Caucasian,4758
IN,053,35-64,Uncoded,266
LA,113,18-34,African-American,821
CA,085,18-34,African-American,811
OK,051,65+,Uncoded,77
GA,231,18-34,Caucasian,2169
MA,009,65+,Hispanic,4521
MO,039,18-34,Caucasian,1333
MO,027,18-34,Caucasian,4740
NY,119,65+,Hispanic,6623
CO,025,35-64,Caucasian,483
MO,115,35-64,Caucasian,2686
MS,077,18-34,African-American,213
VA,700,18-34,Uncoded,1073
AL,127,35-64,African-American,833
AL,029,35-64,Caucasian,3587
MS,031,35-64,Caucasian,2659
OR,051,18-34,African-American,1599
KY,135,18-34,Caucasian,1255
IA,163,65+,Asian,51
CO,013,18-34,Asian,384
NJ,031,65+,African-American,2371
NJ,035,18-34,African-American,1786
IA,113,35-64,African-American,303
OH,159,35-64,Asian,284
NM,006,35-64,Native American,252
MS,105,18-34,Caucasian,1631
MO,091,65+,Caucasian,5821
LA,023,65+,Caucasian,807
CA,061,18-34,Hispanic,2762
MO,177,18-34,Caucasian,2571
IL,023,35-64,Caucasian,3844
MI,065,35-64,Asian,704
CT,011,35-64,Hispanic,1675
OH,035,65+,Uncoded,3678
TX,039,65+,Uncoded,1119
FL,049,35-64,African-American,208
NE,119,65+,Caucasian,4871
IL,197,18-34,Asian,1923
MN,117,18-34,Caucasian,701
NJ,021,35-64,African-American,9464
FL,129,18-34,Caucasian,2843
OH,089,35-64,African-American,516
DE,005,18-34,Other,3
MS,087,65+,Caucasian,5384
VA,775,65+,Caucasian,3836
SD,089,35-64,Caucasian,337
NV,031,18-34,Uncoded,3427
SC,079,35-64,Asian,1446
NC,131,35-64,Caucasian,1471
WY,037,65+,Caucasian,3714
NM,047,35-64,Caucasian,897
MT,045,65+,Caucasian,149
AZ,013,18-34,African-American,6297
WV,099,65+,Caucasian,4759
IL,081,18-34,Caucasian,2957
OK,061,65+,Caucasian,1515
MI,099,65+,Uncoded,2280
WA,077,65+,Uncoded,701
LA,015,35-64,Other,574
TN,045,18-34,Caucasian,2654
AR,059,35-64,Caucasian,5221
GA,151,35-64,Asian,1199
VA,760,18-34,Hispanic,371
MS,017,35-64,African-American,1430
NC,079,35-64,Caucasian,1967
FL,097,65+,African-American,3049
NM,035,18-34,Hispanic,1455
CO,097,65+,Caucasian,2121
OH,009,65+,Caucasian,6548
CO,063,35-64,Caucasian,1316
TX,457,65+,African-American,147
IA,003,65+,Caucasian,739
SD,101,65+,Caucasian,859
NE,043,18-34,Uncoded,100
WV,057,65+,Caucasian,3691
SC,089,18-34,Caucasian,956
AL,089,18-34,Native American,255
KY,061,35-64,Caucasian,2965
MT,087,35-64,Caucasian,1203
GA,243,35-64,African-American,667
NC,061,35-64,Hispanic,299
NC,071,35-64,Hispanic,1200
NY,087,18-34,Asian,850
TX,389,65+,Caucasian,265
TX,487,65+,Caucasian,1512
SC,091,35-64,Hispanic,1778
IA,153,18-34,Uncoded,3170
WA,063,18-34,African-American,156
AL,055,65+,Hispanic,32
TN,167,18-34,Uncoded,105
VA,165,65+,Uncoded,174
AL,051,35-64,African-American,3975
FL,001,18-34,Other,2039
ND,025,35-64,Caucasian,728
LA,071,35-64,Hispanic,1452
PA,025,65+,Uncoded,107
IL,097,65+,African-American,1721
NV,510,35-64,Asian,28
TX,083,35-64,Caucasian,1501
TX,323,18-34,Hispanic,6359
FL,057,65+,Asian,3650
VA,165,35-64,Hispanic,186
AL,131,35-64,African-American,1734
FL,039,18-34,African-American,2259
NC,173,65+,Caucasian,1497
NE,135,18-34,Caucasian,266
MD,,18-34,Caucasian,337
NC,093,35-64,Hispanic,586
IA,177,65+,Caucasian,1402
AR,097,35-64,Uncoded,10
ME,015,35-64,Caucasian,7966
MI,131,65+,Caucasian,1672
MI,063,18-34,Caucasian,3286
AZ,017,65+,African-American,28
LA,027,35-64,African-American,1260
NM,025,18-34,Hispanic,2663
AR,143,65+,Hispanic,231
PA,019,18-34,Uncoded,281
NY,085,18-34,Asian,2159
IL,073,35-64,Uncoded,248
OK,069,35-64,Caucasian,1519
MD,037,18-34,Uncoded,661
OR,037,65+,Caucasian,1483
PA,085,35-64,Uncoded,240
SD,085,35-64,Caucasian,323
KS,127,65+,Caucasian,1110
MO,071,35-64,African-American,36
IA,049,18-34,Asian,74
LA,015,65+,African-American,1990
AZ,003,18-34,Uncoded,326
FL,111,65+,Other,1160
TX,,35-64,Uncoded,397
TX,271,35-64,Caucasian,207
WY,029,18-34,Caucasian,894
VA,005,35-64,Caucasian,3297
KS,203,35-64,Caucasian,310
IL,195,18-34,Uncoded,203
GA,201,35-64,Caucasian,918
IA,185,65+,Caucasian,1076
CO,037,18-34,Hispanic,566
FL,021,18-34,Other,601
SC,047,18-34,African-American,2055
NC,155,35-64,Asian,65
PA,011,35-64,African-American,873
TX,211,35-64,Caucasian,620
NC,119,35-64,Hispanic,9425
PA,011,18-34,Hispanic,4583
NC,127,35-64,African-American,8616
OH,069,35-64,Caucasian,6427
CO,087,35-64,Caucasian,4027
CA,085,18-34,Uncoded,9190
KS,087,65+,Caucasian,2953
TX,291,35-64,Caucasian,11715
IL,093,65+,Caucasian,10735
NY,001,35-64,African-American,3982
DE,001,18-34,African-American,3821
MO,109,18-34,Caucasian,3801
ND,035,35-64,Caucasian,11650
SC,013,35-64,Caucasian,27651
LA,055,35-64,Other,1367
VA,740,65+,African-American,4776
CA,013,35-64,Uncoded,16520
FL,093,65+,Caucasian,4217
OK,119,35-64,Uncoded,286
ME,025,65+,Caucasian,8431
MI,115,18-34,Caucasian,18479
TX,167,35-64,Hispanic,9027
MS,159,35-64,Caucasian,2138
MD,027,18-34,Asian,4453
GA,247,65+,African-American,4318
CA,097,18-34,Hispanic,9414
PA,091,35-64,Asian,5523
NY,093,18-34,Caucasian,14063
MA,013,35-64,Hispanic,14258
MO,187,35-64,Caucasian,13391
SC,085,18-34,Caucasian,4982
VA,029,35-64,Caucasian,2578
WV,003,18-34,Caucasian,12334
TX,245,18-34,African-American,5884
MO,151,35-64,Caucasian,3453
NJ,017,65+,Hispanic,14654
MD,045,65+,Caucasian,11199
NE,095,35-64,Caucasian,1536
LA,087,35-64,Other,218
NC,191,18-34,African-American,3437
WI,005,65+,Caucasian,8528
CA,001,65+,Hispanic,13217
WV,025,65+,Caucasian,4601
MN,129,18-34,Caucasian,959
WA,041,65+,Caucasian,12277
AL,053,35-64,African-American,2243
WV,011,35-64,Caucasian,15286
TX,373,18-34,Caucasian,2952
LA,031,35-64,Caucasian,4018
SC,063,18-34,Caucasian,24784
MI,101,18-34,Caucasian,2338
MT,025,35-64,Caucasian,518
MT,021,18-34,Caucasian,761
WI,127,35-64,Hispanic,562
VA,051,35-64,Caucasian,3073
TX,027,35-64,Hispanic,8606
MA,005,35-64,Hispanic,3136
PA,087,65+,Caucasian,6579
TX,113,65+,Uncoded,6066
AK,170,65+,Caucasian,9164
IN,053,18-34,Caucasian,5478
KY,097,35-64,Caucasian,4392
TX,423,18-34,Hispanic,2464
MS,057,35-64,Caucasian,4939
CA,081,65+,Asian,15470
MS,151,35-64,Caucasian,2646
TN,015,35-64,Caucasian,3209
LA,073,65+,African-American,4209
NY,071,65+,Hispanic,2121
MI,125,18-34,Asian,4321
MO,520,65+,African-American,10409
IL,061,65+,Caucasian,1969
PA,041,18-34,Asian,264
TN,077,35-64,Caucasian,5503
PA,037,65+,Caucasian,9014
ID,043,35-64,Caucasian,2062
CA,073,18-34,Uncoded,17200
IN,117,65+,Caucasian,3148
NJ,033,18-34,Caucasian,6030
VA,073,18-34,Caucasian,4000
AL,,65+,Caucasian,2542
SC,057,18-34,Caucasian,6707
WI,135,65+,Caucasian,9225
GA,313,65+,Caucasian,8370
AZ,011,65+,Caucasian,374
KY,145,65+,African-American,515
FL,033,18-34,Hispanic,1340
TN,089,65+,Caucasian,7759
AL,043,18-34,Caucasian,9580
KS,209,65+,Caucasian,10092
KS,177,35-64,Hispanic,1023
OK,109,35-64,Hispanic,3941
TX,353,65+,Hispanic,288
IL,203,35-64,Caucasian,9707
NE,097,35-64,Caucasian,975
WY,025,65+,Caucasian,8411
NJ,001,35-64,African-American,5770
WA,015,35-64,Hispanic,200
GA,071,35-64,African-American,1704
MI,047,18-34,Caucasian,3874
MS,089,35-64,Caucasian,18620
MI,027,65+,Caucasian,8855
TX,215,35-64,Caucasian,11965
MO,073,65+,Caucasian,2618
MT,001,18-34,Caucasian,813
NJ,007,18-34,African-American,8168
IN,119,35-64,Caucasian,4926
NE,179,35-64,Caucasian,1816
NJ,007,18-34,Uncoded,3912
AL,019,35-64,African-American,229
NC,069,65+,Caucasian,6761
TN,093,35-64,African-American,4751
NY,017,18-34,Caucasian,3784
MS,101,65+,Caucasian,2340
CA,025,65+,Caucasian,3543
MI,123,35-64,Hispanic,115
TN,037,35-64,Asian,561
NJ,017,18-34,Caucasian,29887
WI,089,65+,Uncoded,271
LA,063,35-64,Other,601
UT,015,18-34,Caucasian,222
ID,075,65+,Caucasian,3148
WA,069,18-34,Caucasian,309
AR,071,65+,Caucasian,2731
VA,840,18-34,Uncoded,151
CA,035,65+,Caucasian,2656
GA,095,65+,African-American,5396
NE,139,65+,Caucasian,1189
CO,031,18-34,Hispanic,15660
IN,133,18-34,Caucasian,3636
MN,007,18-34,Caucasian,3311
HI,007,65+,Hispanic,168
KS,173,18-34,Hispanic,3633
IA,125,35-64,Caucasian,8031
NY,119,18-34,Uncoded,4816
IA,193,18-34,Caucasian,8596
PA,029,18-34,Uncoded,2274
IL,091,35-64,African-American,1969
MO,217,65+,Caucasian,2809
WI,083,35-64,Caucasian,10384
IN,107,65+,Caucasian,5394
IA,083,35-64,Caucasian,3642
VA,171,18-34,Uncoded,210
FL,089,35-64,African-American,1281
MS,139,18-34,Caucasian,893
SC,085,18-34,African-American,5526
NC,185,35-64,Caucasian,1571
LA,055,18-34,Caucasian,17656
AR,093,35-64,Uncoded,87
PA,031,65+,Caucasian,5350
SD,099,35-64,Asian,67
LA,039,65+,Caucasian,2929
NC,057,35-64,Hispanic,516
KS,193,65+,Caucasian,1162
NH,001,65+,Uncoded,61
KS,009,18-34,Hispanic,165
NM,047,18-34,Hispanic,1138
MS,025,65+,African-American,1348
GA,033,65+,African-American,1086
MT,071,65+,Caucasian,577
GA,233,65+,Caucasian,4078
FL,109,65+,Hispanic,946
NC,197,35-64,Caucasian,7573
SD,047,65+,Caucasian,1401
ND,033,35-64,Caucasian,267
LA,003,35-64,Caucasian,3024
WA,067,18-34,Uncoded,2357
VA,177,35-64,African-American,2296
MS,161,18-34,Caucasian,351
AL,105,65+,Caucasian,536
MD,017,35-64,Asian,151
MN,037,35-64,African-American,1404
KS,011,65+,Caucasian,2272
OH,099,35-64,African-American,4557
CA,013,65+,Hispanic,10781
DE,003,18-34,Uncoded,4258
KY,033,65+,Caucasian,2160
TX,401,18-34,Caucasian,3490
MA,021,18-34,African-American,2467
KY,075,35-64,Caucasian,1086
SD,051,18-34,Caucasian,442
MS,127,65+,Caucasian,2716
CA,037,65+,Native American,170
NC,133,18-34,Hispanic,1208
TX,171,65+,Caucasian,6244
NC,119,18-34,Asian,3563
MA,009,18-34,Uncoded,4734
KS,137,18-34,Caucasian,393
IA,081,35-64,Caucasian,2547
NM,,35-64,Hispanic,240
OK,085,35-64,Hispanic,78
NC,055,18-34,Caucasian,2678
KY,213,35-64,Caucasian,4141
NJ,027,35-64,Hispanic,4903
UT,043,35-64,Caucasian,6178
LA,003,18-34,Hispanic,12
TX,,18-34,Caucasian,2506
NE,089,65+,Caucasian,1960
AR,119,35-64,Hispanic,309
TX,315,35-64,Caucasian,1809
LA,099,18-34,Caucasian,3583
NC,015,65+,African-American,1493
IA,011,18-34,Caucasian,2990
GA,145,18-34,African-American,549
IL,053,35-64,Caucasian,3024
TN,165,65+,African-American,776
TX,067,35-64,Caucasian,5241
GA,009,35-64,African-American,3692
KY,221,65+,Caucasian,2506
NJ,027,65+,Uncoded,2487
TX,067,35-64,African-American,735
NC,003,35-64,Caucasian,7739
WA,073,18-34,Uncoded,1923
MT,067,35-64,Uncoded,48
IL,201,35-64,Asian,214
LA,067,18-34,African-American,1174
UT,021,18-34,Caucasian,1778
NH,005,35-64,Uncoded,213
AZ,,18-34,Hispanic,431
VA,610,35-64,Uncoded,211
NE,121,65+,Caucasian,1294
NC,099,18-34,Caucasian,2734
VA,840,65+,Caucasian,3289
OH,131,35-64,Caucasian,6141
IN,079,18-34,Caucasian,2866
OH,093,65+,African-American,795
PA,095,35-64,Hispanic,3275
FL,017,65+,Asian,363
LA,043,18-34,Caucasian,1625
GA,073,65+,African-American,2033
MS,035,65+,African-American,2141
KS,077,35-64,Caucasian,1074
AL,097,18-34,Other,395
NM,028,18-34,Caucasian,1822
ND,043,35-64,Caucasian,540
VA,520,35-64,Caucasian,3396
NE,109,65+,African-American,54
FL,125,18-34,Caucasian,1106
GA,181,65+,Caucasian,1157
NC,043,18-34,Caucasian,852
FL,071,65+,Asian,1156
MA,017,65+,African-American,1493
FL,069,35-64,Asian,1470
OR,057,35-64,Uncoded,186
CA,113,18-34,Asian,1774
MN,069,65+,Caucasian,735
NM,037,18-34,Hispanic,195
IA,021,35-64,Uncoded,156
FL,115,65+,Other,579
LA,113,35-64,Asian,109
DE,005,18-34,Uncoded,931
VA,107,18-34,Hispanic,2658
OH,003,18-34,Uncoded,243
TX,281,65+,Caucasian,3137
WV,009,35-64,Caucasian,4295
CA,009,18-34,Hispanic,161
SC,033,18-34,African-American,1368
NC,025,35-64,African-American,10494
GA,255,65+,Caucasian,7023
MN,067,65+,Caucasian,6606
AL,099,35-64,African-American,1856
FL,081,35-64,Asian,1817
NC,073,65+,Caucasian,985
TN,051,18-34,Caucasian,3501
IN,043,18-34,Caucasian,9144
TX,051,65+,Caucasian,2473
WY,031,18-34,Caucasian,235
WA,051,35-64,Caucasian,2681
TX,187,35-64,Hispanic,8109
WV,019,18-34,Caucasian,2913
CA,045,18-34,Hispanic,1083
GA,131,18-34,Caucasian,1380
TN,101,65+,Caucasian,1850
VA,800,65+,African-American,3388
LA,041,18-34,Caucasian,1250
GA,051,18-34,Caucasian,17223
AL,107,18-34,Caucasian,1037
CT,015,65+,Caucasian,14855
TX,189,35-64,Hispanic,2474
NM,055,65+,Hispanic,1085
KS,177,35-64,Uncoded,1286
WV,109,65+,Caucasian,1116
IA,031,65+,Caucasian,3102
IL,201,18-34,African-American,1938
TN,003,18-34,Caucasian,3831
MN,157,65+,Caucasian,3893
WI,133,18-34,Uncoded,759
LA,111,65+,African-American,532
TN,133,18-34,Caucasian,2228
MI,103,18-34,Uncoded,118
NC,089,18-34,Hispanic,596
CA,109,65+,Caucasian,9570
NE,131,65+,Caucasian,2569
TX,309,65+,Hispanic,1753
OK,135,18-34,Caucasian,2279
AR,131,35-64,Hispanic,533
GA,071,35-64,Caucasian,5676
WI,047,35-64,Hispanic,21
NE,109,18-34,Uncoded,1978
CT,001,18-34,Uncoded,5683
NJ,019,35-64,Asian,372
NM,005,18-34,Hispanic,2380
NM,049,65+,Hispanic,5806
AL,059,65+,Caucasian,3760
FL,057,35-64,Native American,857
GA,085,65+,Caucasian,4267
TX,369,18-34,Hispanic,428
TX,039,65+,Asian,843
NE,133,65+,Caucasian,533
FL,005,35-64,Hispanic,1130
TX,401,35-64,African-American,1070
MS,115,35-64,Caucasian,5954
TX,061,18-34,Caucasian,4239
KY,119,35-64,Caucasian,2816
MN,109,35-64,African-American,373
TX,401,18-34,Hispanic,353
WV,007,65+,Caucasian,1886
WI,115,18-34,Caucasian,1625
